FILENAME,IDENTITY
बः.png,बः
गे.png,गे
उनीहरूको.png,उनीहरूको
निकाल्ने.png,निकाल्ने
"थाल्दछ,.png","थाल्दछ,"
गुणात्मक.png,गुणात्मक
चः.png,चः
दी.png,दी
देन.png,देन
पूर्ण.png,पूर्ण
झा.png,झा
आवश्यकता.png,आवश्यकता
जनसंख्यामा.png,जनसंख्यामा
क्षा.png,क्षा
आएको.png,आएको
अथवा.png,अथवा
थे.png,थे
स्थिति.png,स्थिति
मानिएको.png,मानिएको
गाउँमा.png,गाउँमा
घु.png,घु
जे.png,जे
सकिन्छ.png,सकिन्छ
गरी.png,गरी
(सम्पन्न).png,(सम्पन्न)
शि.png,शि
ञः.png,ञः
भनिए.png,भनिए
तेश्रो.png,तेश्रो
बी.png,बी
भे.png,भे
तर.png,तर
क्षू.png,क्षू
प्रभाव.png,प्रभाव
थू.png,थू
प्रेस.png,प्रेस
१६६८.png,१६६८
पुऱ्याउन.png,पुऱ्याउन
तुलनात्मक.png,तुलनात्मक
ट.png,ट
समय.png,समय
थियो.png,थियो
व.png,व
प्रतिशतले.png,प्रतिशतले
ठू.png,ठू
विभिन्न.png,विभिन्न
सेन्टर).png,सेन्टर)
रु.png,रु
सो.png,सो
हे.png,हे
जम्मा.png,जम्मा
झे.png,झे
प्रयासहरूबाट.png,प्रयासहरूबाट
दिनका.png,दिनका
नी.png,नी
पहिलो.png,पहिलो
परिवर्तनशिल.png,परिवर्तनशिल
पः.png,पः
त्रै.png,त्रै
सतर्क.png,सतर्क
प्रविधि.png,प्रविधि
ठी.png,ठी
दा.png,दा
नियमित.png,नियमित
छापने.png,छापने
आ.png,आ
शब्द.png,शब्द
ओ.png,ओ
भइ.png,भइ
जानकारी.png,जानकारी
दशकमा.png,दशकमा
हुन.png,हुन
टु.png,टु
यौ.png,यौ
अर्थ-मूल्यांकन.png,अर्थ-मूल्यांकन
अध्ययनहरु.png,अध्ययनहरु
पृष्ठभूमि.png,पृष्ठभूमि
अग्रवाल.png,अग्रवाल
सामा.png,सामा
तैपनि.png,तैपनि
गतिविधिमा.png,गतिविधिमा
उत्पादनमा.png,उत्पादनमा
त्रो.png,त्रो
अभिवादन.png,अभिवादन
त्रुटिहरू.png,त्रुटिहरू
यो.png,यो
केन्द्रले.png,केन्द्रले
सहायक.png,सहायक
वर्ष.png,वर्ष
वु.png,वु
भर्ति.png,भर्ति
खण्ड.png,खण्ड
रं.png,रं
णि.png,णि
प्रयोजनका.png,प्रयोजनका
लै.png,लै
१९६८.png,१९६८
री.png,री
६०.png,६०
कारणहरू.png,कारणहरू
गु.png,गु
सामान्यीकरण.png,सामान्यीकरण
सुझाव.png,सुझाव
तीनजना.png,तीनजना
नमुना.png,नमुना
नमूना.png,नमूना
मानव-शास्त्र-सम्बन्धी.png,मानव-शास्त्र-सम्बन्धी
उपभोक्ताको.png,उपभोक्ताको
प्रतिशत.png,प्रतिशत
लाभान्वित.png,लाभान्वित
या.png,या
दै.png,दै
भ.png,भ
संम्वत्.png,संम्वत्
प्रकृयामा.png,प्रकृयामा
ड.png,ड
त्रु.png,त्रु
झौ.png,झौ
हामी.png,हामी
गरिने.png,गरिने
८.png,८
प्रतिवेदन.png,प्रतिवेदन
प्राप्त.png,प्राप्त
गरेकोमा.png,गरेकोमा
म.png,म
ज्ञ.png,ज्ञ
प्रणालीको.png,प्रणालीको
नभई.png,नभई
गरिदिएकोमा.png,गरिदिएकोमा
फः.png,फः
गू.png,गू
ङु.png,ङु
नतिजा.png,नतिजा
मात्र.png,मात्र
छन्.png,छन्
सन्.png,सन्
जोड़.png,जोड़
र.png,र
सामाजिक-आर्थिक.png,सामाजिक-आर्थिक
उपलब्धीले.png,उपलब्धीले
प्रयोग.png,प्रयोग
सुधार्नु.png,सुधार्नु
लिइने.png,लिइने
भए.png,भए
उल्लेख.png,उल्लेख
दशकको.png,दशकको
बे.png,बे
चल्नु.png,चल्नु
हू.png,हू
देखन.png,देखन
पुऱ्याउने.png,पुऱ्याउने
घै.png,घै
